iter	Logloss
241	0.05131176217
242	0.0511892569
243	0.05109229264
244	0.0510659453
245	0.05095114954
246	0.05086255517
247	0.05081181254
248	0.05074820374
249	0.05066928629
250	0.05061613185
251	0.05056996989
252	0.05047647339
253	0.05041129971
254	0.05035499284
255	0.05024642195
256	0.05015211068
257	0.05012503591
258	0.04999137123
259	0.04990877806
260	0.04985592706
261	0.04982812473
262	0.04977677675
263	0.04969580506
264	0.04959350814
265	0.04957944842
266	0.0494783796
267	0.0493792362
268	0.04931213327
269	0.04916656863
270	0.04908453523
271	0.04899238007
272	0.04891665245
273	0.0488236666
274	0.04871851908
275	0.04861930345
276	0.04860408591
277	0.04856907144
278	0.04847296582
279	0.04834846967
280	0.04824391912
281	0.04823400417
282	0.04816524629
283	0.04802729595
284	0.04795075154
285	0.04782982966
286	0.04778387434
287	0.04762215502
288	0.0475416168
289	0.0474900513
290	0.04739308804
291	0.04732597152
292	0.04724916848
293	0.04711977433
294	0.04706887165
295	0.04696269741
296	0.04690062931
297	0.04687811491
298	0.04680608152
299	0.04670230581
300	0.04663220486
301	0.04659539075
302	0.04654296223
303	0.04651533243
304	0.04646076318
305	0.04642675174
306	0.04635757815
307	0.04630974237
308	0.04627384866
309	0.04620147969
310	0.04613038046
311	0.04607811141
312	0.04602164155
313	0.04597695868
314	0.04595205132
315	0.04593452557
316	0.04588791124
317	0.04580194586
318	0.04574093452
319	0.04562161869
320	0.04549525379
321	0.04539983831
322	0.04527976054
323	0.04523988141
324	0.04521988131
325	0.0451620071
326	0.04509107676
327	0.04497467997
328	0.0448668739
329	0.04481985451
330	0.04478217169
331	0.04476704436
332	0.04469845212
333	0.04462219666
334	0.04449279424
335	0.04438948909
336	0.04433012715
337	0.04425245243
338	0.04423065682
339	0.04414701217
340	0.04404059681
341	0.04397403906
342	0.04388131909
343	0.04374290538
344	0.04366505248
345	0.04356537122
346	0.04351610171
347	0.04344165355
348	0.04334466527
349	0.04332959437
350	0.04324080495
351	0.04315790178
352	0.04313603987
353	0.04300075618
354	0.04285420335
355	0.04272437558
356	0.04263974208
357	0.04260410125
358	0.04251456119
359	0.0424423291
360	0.04237828332
361	0.04232508109
362	0.04223862421
363	0.04215641051
364	0.04207673834
365	0.04200542473
366	0.04190701329
367	0.04182988374
368	0.04176687822
369	0.04169251739
370	0.04167081355
371	0.04156694467
372	0.04153474749
373	0.04145915202
374	0.04141936946
375	0.04136563842
376	0.04129214576
377	0.04122846383
378	0.04114682127
379	0.04107629712
380	0.04099964165
381	0.04092717104
382	0.04085834666
383	0.04080535629
384	0.04073459462
385	0.0406821252
386	0.04057549358
387	0.040528913
388	0.04050511188
389	0.04045135551
390	0.04035067595
391	0.04033365899
392	0.04028030037
393	0.04022554017
394	0.04015847879
395	0.04006438741
396	0.03997266388
397	0.03986733726
398	0.03979262409
399	0.03976567512
400	0.0397210492
401	0.03970528583
402	0.03962807655
403	0.03959816121
404	0.03958524952
405	0.03956280503
406	0.0394908783
407	0.03946117815
408	0.03939541126
409	0.03932987671
410	0.0392452633
411	0.03914506579
412	0.03909235807
413	0.03905401622
414	0.03901618911
415	0.03894952795
416	0.0389158822
417	0.03888101707
418	0.03879309094
419	0.03874719324
420	0.03863776419
421	0.03860443309
422	0.03856520967
423	0.03848777222
424	0.03844349537
425	0.03842693421
426	0.03838250478
427	0.03836867613
428	0.03834072601
429	0.03830561292
430	0.03828697823
431	0.0381848499
432	0.03814666847
433	0.03813871733
434	0.03812152543
435	0.03805138717
436	0.0380270786
437	0.03799920482
438	0.03791345203
439	0.03785535687
440	0.03780752314
441	0.03777088744
442	0.0376970004
443	0.03764170057
444	0.03762139455
445	0.03753372857
446	0.03752258082
447	0.03748201773
448	0.03739143467
449	0.03738394884
450	0.0372974826
451	0.03721251411
452	0.03718799518
453	0.03713599446
454	0.03709771544
455	0.03708211345
456	0.03703190784
457	0.03696185821
458	0.03694270075
459	0.03686976663
460	0.03681414723
461	0.03672067836
462	0.03668075767
463	0.03660355858
464	0.03654654756
465	0.03652091972
466	0.03650882044
467	0.03646423254
468	0.03641272151
469	0.03640758975
470	0.03632334645
471	0.03631447916
472	0.03627623813
473	0.03626418824
474	0.03620932351
475	0.03613101369
476	0.03611917234
477	0.03606926553
478	0.03601977338
479	0.03593935332
480	0.03589377654
481	0.03582189755
482	0.03574767857
483	0.03572595439
484	0.03566543112
485	0.03562915699
486	0.03562259332
487	0.03561445625
488	0.03560561152
489	0.03559046429
490	0.03558532132
491	0.03556876288
492	0.03555599719
493	0.03550590306
494	0.0354193049
495	0.03540101309
496	0.03531782043
497	0.03523041021
498	0.03516381229
499	0.03512518298
500	0.03510553842
501	0.03506863868
502	0.03501609476
503	0.03500184597
504	0.03499091911
505	0.03498396757
506	0.03497761165
507	0.03496642181
508	0.0349515989
509	0.03494234294
510	0.03487689689
511	0.03481335557
512	0.03480704478
513	0.03474607456
514	0.03465971849
515	0.03463728295
516	0.03461695894
517	0.03459364676
518	0.03454059784
519	0.03446911473
520	0.03446185381
521	0.03445585545
522	0.03444068468
523	0.03438251565
524	0.03431683207
525	0.03430112685
526	0.03428945348
527	0.03428193568
528	0.0342702321
529	0.03426422629
530	0.03424711357
531	0.03417447208
532	0.03416578427
533	0.03414629185
534	0.03409988765
535	0.03405726744
536	0.03399753731
537	0.03399173502
538	0.03398206892
539	0.03390119327
540	0.03389423386
541	0.03388617305
542	0.03384507996
543	0.03379569366
544	0.03374502751
545	0.03373971457
546	0.03373230387
547	0.03371143221
548	0.0336297985
549	0.03362443275
550	0.0335620804
551	0.03355158475
552	0.0335406714
553	0.03348872859
554	0.03348154805
555	0.03342438999
556	0.03341806772
557	0.03335684723
558	0.03335099234
559	0.03331218675
560	0.03329951067
561	0.0332762102
562	0.03317476653
563	0.03311856186
564	0.03305190981
565	0.03304664917
566	0.03298837736
567	0.0329185579
568	0.03290308682
569	0.03289458643
570	0.03288274787
571	0.03285839898
572	0.03284810248
573	0.03280286257
574	0.03274855244
575	0.03272928356
576	0.03270985298
577	0.03266163804
578	0.0326372835
579	0.03261076925
580	0.03259381238
581	0.03255145713
582	0.03248415837
583	0.03246821353
584	0.03237193848
585	0.03234958658
586	0.0323442291
587	0.03233802098
588	0.03232655994
589	0.03232225002
590	0.0322838995
591	0.03222633567
592	0.03222230524
593	0.03218217392
594	0.03213307274
595	0.032128019
596	0.03212426362
597	0.03207101123
598	0.03206020079
599	0.03202576115
600	0.03200130056
601	0.031973902
602	0.03197016925
603	0.03196647345
604	0.03196275415
605	0.03189719569
606	0.03184780165
607	0.03184146773
608	0.03178991146
609	0.03175216923
610	0.03170424295
611	0.03165650051
612	0.03162812726
613	0.03159336026
614	0.03158961648
615	0.03158490498
616	0.03156459257
617	0.03152801401
618	0.0315245226
619	0.03147938628
620	0.03146739834
621	0.03145561807
622	0.03143322785
623	0.03139484615
624	0.03135969352
625	0.03135633931
626	0.0313300472
627	0.03132928739
628	0.03126685445
629	0.03119691928
630	0.03115906085
631	0.03113864337
632	0.03109941739
633	0.03109481964
634	0.03108059765
635	0.03107847244
636	0.03107523555
637	0.03100754582
638	0.03099940973
639	0.03097415361
640	0.03097058373
641	0.03096310829
642	0.03094105619
643	0.03089989718
644	0.03089988364
645	0.03086078077
646	0.03085667205
647	0.03084545049
648	0.03084547506
649	0.03081019067
650	0.03078588794
651	0.03078089924
652	0.03078089239
653	0.03077811776
654	0.03077027593
655	0.03075907178
656	0.03075398733
657	0.03072071513
658	0.03069559249
659	0.03066548589
660	0.03066547905
661	0.03060032884
662	0.03059650851
663	0.03058872693
664	0.03058727241
665	0.03055018443
666	0.03054717286
667	0.03052660366
668	0.03052659263
669	0.03052658802
670	0.03052656819
671	0.03048958682
672	0.03045856397
673	0.03045423267
674	0.03043729335
675	0.03043289915
676	0.03043289678
677	0.03038935093
678	0.03032787398
679	0.03032338561
680	0.03029880573
681	0.0302988102
682	0.03024842407
683	0.03024397848
684	0.03023917958
685	0.03023914188
686	0.03023915943
687	0.03019880611
688	0.03019880839
689	0.03015810368
690	0.03015810368
691	0.03014357252
692	0.03014346383
693	0.03014343693
694	0.03012498983
695	0.03007018811
696	0.03006140185
697	0.03006140422
698	0.03005795912
699	0.0300579615
700	0.03004371234
701	0.02998216647
702	0.02998215726
703	0.02997815232
704	0.02997507634
705	0.02994452077
706	0.02992708367
707	0.0299035231
708	0.02989932727
709	0.02989932308
710	0.02986919433
711	0.02983037937
712	0.02983037937
713	0.02982757318
714	0.02980834953
715	0.02978547159
716	0.02973976668
717	0.02972251558
718	0.02971852571
719	0.02971460014
720	0.02967255221
721	0.02966278483
722	0.02966275328
723	0.02961643636
724	0.02961641235
725	0.02959789991
726	0.02959784201
727	0.02955013639
728	0.02950605307
729	0.02947793106
730	0.02945882519
731	0.02941603996
732	0.02938668327
733	0.02934294513
734	0.02933922747
735	0.02933541874
736	0.02933538067
737	0.02927741379
738	0.02924891776
739	0.02924890878
740	0.02924180667
741	0.02920372901
742	0.02919236005
743	0.0291888436
744	0.02915473149
745	0.02911870467
746	0.02911870704
747	0.02911506254
748	0.02907067132
749	0.02906722865
750	0.02903868393
751	0.02902773396
752	0.02899242989
753	0.02898844657
754	0.02898845536
755	0.0289798229
756	0.02892670471
757	0.02889738702
758	0.02885594259
759	0.02885593366
760	0.02881608014
761	0.02881609117
762	0.02881406277
763	0.02881013252
764	0.02881012582
765	0.02877084613
766	0.0287708263
767	0.02875906588
768	0.02875904563
769	0.02875558092
770	0.02873424989
771	0.02873094135
772	0.02872771296
773	0.02872771059
774	0.02869283518
775	0.02868228963
776	0.02864789838
777	0.02863280269
778	0.02863278929
779	0.02861909692
780	0.02861910581
781	0.02858638295
782	0.02855130117
783	0.02855128093
784	0.02854782947
785	0.02850921946
786	0.0284586013
787	0.02843284668
788	0.0284328288
789	0.02842455361
790	0.02842137519
791	0.02842137519
792	0.02841824734
793	0.0284151555
794	0.02839822995
795	0.02836633371
796	0.02836310057
797	0.02833903268
798	0.02830467191
799	0.02825772836
800	0.02825772836
801	0.02825471249
802	0.0282174386
803	0.02820761098
804	0.02818520598
805	0.02818519705
806	0.02812972235
807	0.02807608162
808	0.0280444443
809	0.02804443787
810	0.02800407643
811	0.0279682391
812	0.0279650889
813	0.02796509756
814	0.02793286457
815	0.02793286457
816	0.02789865978
817	0.02789867989
818	0.02787081242
819	0.02787081242
820	0.02784165557
821	0.02784164719
822	0.02783825557
823	0.02783531775
824	0.02781920132
825	0.02776867831
826	0.02776861631
827	0.02775293753
828	0.02772585552
829	0.027722975
830	0.02770783019
831	0.02767554788
832	0.02767554788
833	0.02765412364
834	0.02765412113
835	0.02764082099
836	0.02764079865
837	0.02761931358
838	0.02757525433
839	0.0275723187
840	0.02756329457
841	0.02756331942
842	0.02756004872
843	0.02750862867
844	0.027469244
845	0.02746630109
846	0.0274635224
847	0.02744847787
848	0.02744558049
849	0.027408472
850	0.02740848373
851	0.02740514519
852	0.02738768366
853	0.02738487593
854	0.02737047024
855	0.02737046093
856	0.02732792514
857	0.02730676238
858	0.02730675791
859	0.02727792843
860	0.02727791531
861	0.02725047836
862	0.02725050461
863	0.02724780639
864	0.02723332695
865	0.02719204134
866	0.02714940691
867	0.02712261953
868	0.02709132204
869	0.02709130727
870	0.0270581774
871	0.0270555146
872	0.02703504326
873	0.02701538836
874	0.02701535681
875	0.02701285468
876	0.02701286139
877	0.02697576225
878	0.02694603114
879	0.02692710559
880	0.02692454082
881	0.02692146677
882	0.02692146453
883	0.02690781191
884	0.02686647582
885	0.02686402056
886	0.02686394232
887	0.02682893978
888	0.02678988606
889	0.02675532925
890	0.02675533371
891	0.02674136624
892	0.02674137322
893	0.02673098173
894	0.02673096833
895	0.02669570749
896	0.02666944624
897	0.0266694373
898	0.02665088034
899	0.0266482801
900	0.02664588963
901	0.02664586729
902	0.02664030915
903	0.02663334386
904	0.02663334804
905	0.02659908671
906	0.02659677881
907	0.02658358181
908	0.02654506722
909	0.02653859119
910	0.02650534456
911	0.02648009768
912	0.02647101995
913	0.02645389983
914	0.02644500225
915	0.02644502682
916	0.0264077257
917	0.02636608308
918	0.02633409075
919	0.02633180305
920	0.02630517463
921	0.02630518747
922	0.02629184769
923	0.02627377522
924	0.02626514225
925	0.02622314578
926	0.02620255645
927	0.02620254724
928	0.0261833684
929	0.02618339303
930	0.02617736925
931	0.026177374
932	0.02615163456
933	0.02611084276
934	0.0260634864
935	0.02606125907
936	0.02606065795
937	0.02604817182
938	0.02604816316
939	0.02603347416
940	0.02602592006
941	0.02600918729
942	0.02600917836
943	0.02600702661
944	0.02600486625
945	0.02597305761
946	0.0259730308
947	0.02596709512
948	0.02593624166
949	0.0258812395
950	0.0258589607
951	0.02585683413
952	0.0258542596
953	0.02585185605
954	0.02583903042
955	0.02583903685
956	0.02582696625
957	0.02582559899
958	0.02582557218
959	0.02578670336
960	0.02574696976
961	0.02570711839
962	0.02570712063
963	0.02569326469
964	0.02568510116
965	0.02563626898
966	0.02562068223
967	0.02557207934
968	0.02552811792
969	0.02551852121
970	0.02551644318
971	0.02551440156
972	0.02551236598
973	0.0254914639
974	0.02545346858
975	0.0254067784
976	0.02537564634
977	0.02535489341
978	0.02534007045
979	0.02533809524
980	0.02533806424
981	0.02531785645
982	0.02530568541
983	0.02529152136
984	0.02524514899
985	0.02519485491
986	0.02516219455
987	0.0251622032
988	0.0251602333
989	0.02515842346
990	0.0251301446
991	0.02510057893
992	0.02509557426
993	0.02509556113
994	0.02508075115
995	0.02506419422
996	0.02505334831
997	0.02502462868
998	0.02499678213
999	0.02498208881
